transaction_id,customer_id,amount,payment_method,failure_reason,customer_lifetime_value,successful_payments,failed_payments,previous_recovery_rate,hour_of_day,days_since_last_payment,subscription_status,checkout_abandoned,retry_count,recovered,recovery_probability,expected_recovery,priority
TXN_8672,CUST_1386,38960.25,Card,insufficient_funds,55622.55,21,6,0.1,0,25,active,0,2,1,0.6556708216039422,25545.099127394988,HIGH
TXN_2509,CUST_1483,43903.85,Card,customer_abandoned,179126.14,20,4,0.66,14,3,inactive,1,2,1,0.5817022039827779,25538.966308329283,HIGH
TXN_8737,CUST_1400,32941.92,Wallet,network_error,44947.23,24,3,0.41,16,2,inactive,1,0,1,0.775169288906547,25535.564701616357,HIGH
TXN_5350,CUST_2747,31557.29,Card,insufficient_funds,3859.1,30,3,0.85,18,42,not_applicable,1,1,1,0.8091358774146653,25534.135532979046,HIGH
TXN_753,CUST_1247,33733.59,Card,bank_declined,11315.32,26,3,0.55,1,75,active,1,0,1,0.7563414208414726,25514.11139068369,HIGH
TXN_4420,CUST_2280,34154.28,Wallet,network_error,17994.14,20,5,0.63,16,89,inactive,1,2,1,0.746993051412365,25513.00983599231,HIGH
TXN_4514,CUST_1723,41178.18,Wallet,authentication_failed,142032.33,20,5,0.13,23,25,inactive,0,1,1,0.6193887612796514,25505.301901950515,HIGH
TXN_3945,CUST_1435,45849.48,NetBanking,customer_abandoned,128905.64,5,3,0.03,15,85,inactive,1,4,1,0.5562156606420433,25502.198808294153,HIGH
TXN_3336,CUST_1967,41659.5,NetBanking,insufficient_funds,9825.03,30,8,0.31,12,55,not_applicable,1,0,1,0.6118840740332908,25490.784582189877,HIGH
TXN_5225,CUST_1552,40727.53,Wallet,network_error,22068.78,1,2,0.22,20,40,active,1,1,1,0.6258790690904271,25490.508562752442,HIGH
TXN_5886,CUST_2298,43497.36,Card,insufficient_funds,134782.46,16,2,0.36,7,32,active,1,0,0,0.5857785893773242,25479.822182437645,HIGH
TXN_5394,CUST_1907,32634.56,UPI,authentication_failed,11646.14,29,6,0.98,21,6,not_applicable,1,2,1,0.7803711417552208,25467.06884787926,HIGH
TXN_1420,CUST_1557,29031.66,UPI,network_error,34134.21,20,6,0.71,4,34,active,0,0,1,0.8769394627453174,25459.00832300472,HIGH
TXN_9370,CUST_1293,41824.72,NetBanking,card_expired,99068.25,11,5,0.41,10,75,not_applicable,1,1,1,0.6085247329048944,25451.376566821997,HIGH
TXN_7488,CUST_2081,46769.92,NetBanking,authentication_failed,95557.31,20,8,0.06,9,35,active,1,0,0,0.5441445212479734,25449.595727206015,HIGH
TXN_9942,CUST_2975,41107.89,Wallet,customer_abandoned,57794.33,22,4,0.85,16,80,active,1,4,0,0.6189637371539005,25444.293220911455,HIGH
TXN_7191,CUST_1748,39824.68,Card,insufficient_funds,44105.99,2,6,0.9,11,34,not_applicable,1,0,1,0.6386760553794513,25435.069529148925,HIGH
TXN_8730,CUST_2980,41864.26,Card,card_expired,110785.55,14,8,0.49,15,26,not_applicable,0,2,1,0.607224320085718,25420.99681439172,HIGH
TXN_5517,CUST_1830,35940.28,NetBanking,customer_abandoned,55702.13,25,1,0.79,8,8,not_applicable,0,2,0,0.7069775165661842,25408.9698990933,HIGH
TXN_6979,CUST_2460,28834.72,UPI,network_error,125038.3,0,1,0.82,16,19,active,1,2,1,0.880945610415182,25401.82001155086,HIGH
TXN_2450,CUST_2161,46295.01,Card,insufficient_funds,129423.78,13,1,0.41,12,44,not_applicable,0,1,0,0.5480771058035844,25373.235093948,HIGH
TXN_4473,CUST_1264,39063.21,NetBanking,network_error,154013.73,29,4,0.35,20,60,inactive,0,4,0,0.6493401291695381,25365.309827176792,HIGH
TXN_1299,CUST_1746,38289.28,Wallet,insufficient_funds,185951.29,26,5,0.2,9,90,inactive,1,0,1,0.6623403656248479,25360.535714712176,HIGH
TXN_4736,CUST_1662,33989.85,NetBanking,network_error,19937.62,2,3,0.41,12,36,not_applicable,1,3,1,0.7460679162405242,25358.73656282798,HIGH
TXN_291,CUST_1432,41308.26,Wallet,bank_declined,26645.1,1,1,0.34,21,35,not_applicable,0,1,1,0.6134689032837797,25341.332958761224,HIGH
TXN_6086,CUST_2641,39613.41,UPI,bank_declined,58133.69,4,1,0.77,6,60,inactive,1,1,1,0.6396896955029531,25340.29018073364,HIGH
TXN_4993,CUST_1597,31230.74,NetBanking,network_error,139455.91,20,2,0.32,1,67,active,0,2,1,0.8111956148184604,25334.239335535483,HIGH
TXN_8471,CUST_1147,29363.12,Wallet,network_error,4887.53,15,3,0.21,20,61,active,1,1,1,0.8626301222905159,25329.511796431092,HIGH
TXN_1183,CUST_1414,37140.38,Card,network_error,34395.1,24,7,0.12,5,39,inactive,1,1,1,0.6814861372519172,25310.65410226836,HIGH
TXN_7621,CUST_2794,37863.89,Wallet,customer_abandoned,15268.25,1,7,0.85,16,47,active,1,1,1,0.6684441707809029,25309.896553589322,HIGH
TXN_2529,CUST_1179,35250.74,Wallet,network_error,98931.21,23,6,0.09,5,75,inactive,0,2,1,0.7177767926167027,25302.163094565305,HIGH
TXN_1329,CUST_2752,46352.69,Card,bank_declined,192449.64,28,8,0.51,12,65,active,0,1,1,0.5458114646385114,25299.82961883488,HIGH
TXN_641,CUST_1727,39746.33,NetBanking,card_expired,141710.21,16,4,0.05,1,80,inactive,1,0,1,0.6363334535405215,25291.919434461237,HIGH
TXN_4287,CUST_2360,42478.51,UPI,authentication_failed,134308.28,23,5,0.73,8,15,active,0,1,1,0.5951064943924554,25279.237173114863,HIGH
TXN_171,CUST_1793,40871.9,Wallet,bank_declined,52322.66,21,0,0.17,20,82,inactive,0,2,0,0.6183765104831614,25274.222898816726,HIGH
TXN_7543,CUST_1432,41110.31,UPI,bank_declined,62495.7,16,8,0.89,7,20,active,1,3,1,0.6147661768552418,25273.228108033814,HIGH
TXN_1523,CUST_2775,35493.88,Wallet,network_error,5208.81,2,6,0.42,8,68,active,0,3,1,0.7117568982063017,25263.013934106686,HIGH
TXN_8418,CUST_1114,32730.83,Card,customer_abandoned,186610.64,25,0,0.13,20,63,active,1,1,1,0.7717268520225095,25259.260399983916,HIGH
TXN_7486,CUST_1593,41791.95,NetBanking,insufficient_funds,115997.69,25,8,0.85,10,41,inactive,1,4,1,0.6043807253836327,25258.24905619651,HIGH
TXN_5875,CUST_1134,35746.82,Wallet,insufficient_funds,107267.85,11,0,0.82,22,23,not_applicable,0,3,1,0.7065822587280395,25258.068817944655,HIGH
TXN_7935,CUST_1127,48710.18,Card,card_expired,91964.76,14,0,0.1,8,56,inactive,0,0,0,0.5184989232289628,25256.175880288964,HIGH
TXN_9683,CUST_1343,32205.89,NetBanking,network_error,110061.18,28,1,0.16,11,57,inactive,0,0,1,0.7839764876654624,25248.660524340237,HIGH
TXN_1326,CUST_1790,39196.72,UPI,network_error,3092.13,13,6,0.76,4,3,inactive,1,0,0,0.6440151603897176,25243.281917550852,HIGH
TXN_7761,CUST_2428,34518.81,NetBanking,authentication_failed,46975.93,28,6,0.97,13,57,inactive,1,0,1,0.7312051430199691,25240.331402929136,HIGH
TXN_3836,CUST_2135,35324.74,Wallet,card_expired,79339.02,22,2,0.27,22,30,active,1,0,1,0.7144996619439651,25239.51478825846,HIGH
TXN_3806,CUST_2362,43305.49,NetBanking,authentication_failed,187837.78,15,2,0.99,21,80,active,0,0,0,0.5827206907829092,25235.005047492366,HIGH
TXN_9861,CUST_1839,39896.34,UPI,insufficient_funds,121973.91,25,2,0.76,23,22,not_applicable,1,3,1,0.6323284782587156,25227.591960292324,HIGH
TXN_5391,CUST_2758,37425.38,UPI,network_error,35864.37,12,1,0.42,12,77,active,0,3,1,0.6737285172901963,25214.54577642217,HIGH
TXN_5795,CUST_2730,34112.17,NetBanking,customer_abandoned,61546.4,4,0,0.74,4,70,inactive,0,1,1,0.7389289425569926,25206.469706424366,HIGH
TXN_2609,CUST_1047,32124.59,UPI,network_error,94915.54,18,2,0.91,7,17,not_applicable,1,1,1,0.7844637864875921,25200.577510761435,HIGH
TXN_5151,CUST_2994,42574.73,NetBanking,customer_abandoned,63804.17,21,5,0.96,13,61,inactive,0,4,1,0.5916160365124304,25187.89301818687,HIGH
TXN_8785,CUST_2310,48152.79,NetBanking,bank_declined,62691.78,7,2,0.02,18,62,not_applicable,0,0,1,0.5230383316618685,25185.754946464305,HIGH
TXN_4662,CUST_1985,41585.68,NetBanking,card_expired,98550.09,15,5,0.25,9,82,active,0,1,1,0.6053946191075287,25175.746903927575,HIGH
TXN_3492,CUST_1773,38484.64,NetBanking,customer_abandoned,144822.73,6,2,0.96,11,87,inactive,1,2,0,0.6541736552665246,25175.637620416303,HIGH
TXN_5945,CUST_2062,35079.55,NetBanking,network_error,70140.23,19,2,0.46,10,58,not_applicable,1,1,1,0.7175577574944415,25171.603231914138,HIGH
TXN_5075,CUST_1901,35465.74,Wallet,bank_declined,108331.53,2,4,0.85,18,5,inactive,1,0,1,0.7091545480994806,25150.690822713674,HIGH
TXN_973,CUST_2102,31528.05,UPI,customer_abandoned,81238.92,20,1,0.75,17,3,not_applicable,1,0,1,0.797580449187501,25146.15628100599,HIGH
TXN_75,CUST_2602,38522.68,UPI,bank_declined,43948.38,17,6,0.62,21,47,active,1,0,1,0.6526851727333165,25143.182049950276,HIGH
TXN_4595,CUST_1647,41564.71,UPI,bank_declined,118205.55,11,1,0.66,16,28,inactive,1,4,1,0.6048599137369123,25140.826905099773,HIGH
TXN_6585,CUST_1313,42583.72,NetBanking,bank_declined,47852.56,3,4,0.6,4,21,inactive,0,1,1,0.590162105184338,25131.297841780397,HIGH
TXN_2017,CUST_2446,48286.09,Wallet,authentication_failed,3956.37,18,6,0.48,21,37,not_applicable,1,0,0,0.5204435157633402,25130.182442065063,HIGH
TXN_1028,CUST_2692,44530.18,Wallet,insufficient_funds,115799.36,5,3,0.56,2,49,inactive,0,1,1,0.5638510504902153,25108.388771518377,HIGH
TXN_9523,CUST_1653,37284.43,Wallet,card_expired,180530.06,25,7,0.55,17,4,active,1,0,1,0.6732077012475236,25100.165412624207,HIGH
TXN_1982,CUST_2874,47025.81,UPI,bank_declined,52872.61,20,4,0.85,20,22,not_applicable,1,3,0,0.5337522781311411,25100.133218462197,HIGH
TXN_2431,CUST_2355,38527.44,Card,bank_declined,93003.37,1,5,0.71,1,56,not_applicable,1,2,1,0.6512341306501933,25090.383894577484,HIGH
TXN_1467,CUST_2944,35931.6,Wallet,card_expired,89096.05,17,3,0.73,22,55,inactive,1,1,1,0.6982139709263057,25087.945117735642,HIGH
TXN_6440,CUST_2889,44171.5,UPI,bank_declined,135157.73,1,0,0.37,5,35,active,1,0,1,0.567877272488618,25083.99094173099,HIGH
TXN_8423,CUST_1174,41664.78,NetBanking,authentication_failed,144496.43,1,2,0.81,17,56,not_applicable,0,3,1,0.6019612073751255,25080.58127381898,HIGH
TXN_8446,CUST_2290,49106.03,Card,insufficient_funds,15806.02,24,3,0.49,22,38,not_applicable,1,3,1,0.5104610646046285,25066.716352306823,HIGH
TXN_8256,CUST_1975,43214.03,NetBanking,insufficient_funds,70318.25,25,1,0.64,15,70,active,1,3,1,0.57996394756527,25062.579429004007,HIGH
TXN_8593,CUST_1707,42576.73,NetBanking,insufficient_funds,175621.56,24,6,0.27,18,54,inactive,0,2,1,0.5882834699222894,25047.186462344438,HIGH
TXN_1529,CUST_1590,46171.97,UPI,card_expired,109420.11,28,5,0.27,18,46,not_applicable,1,2,1,0.5424304679320463,25045.083292444404,HIGH
TXN_7212,CUST_1597,33861.14,Wallet,bank_declined,94804.43,10,8,0.92,21,38,active,0,2,1,0.7395679121143199,25042.612611610683,HIGH
TXN_1404,CUST_1503,41080.85,Card,authentication_failed,49686.36,12,3,0.42,21,25,inactive,1,1,1,0.609566800495461,25041.522296133957,HIGH
TXN_4588,CUST_2515,47824.4,NetBanking,card_expired,54026.92,8,4,0.27,4,10,active,0,3,1,0.523529689815739,25037.49329762383,HIGH
TXN_1005,CUST_2353,44315.7,Card,authentication_failed,179242.3,25,6,0.3,22,8,active,0,1,0,0.5649453975794264,25035.950755510585,HIGH
TXN_2003,CUST_1813,34706.14,Wallet,bank_declined,8902.53,26,0,0.84,18,17,inactive,0,1,1,0.7213203663541747,25034.245619539277,HIGH
TXN_2139,CUST_1280,32445.64,NetBanking,network_error,83225.7,13,0,0.41,3,5,not_applicable,0,0,1,0.770753776652987,25007.59956592322,HIGH
TXN_812,CUST_2403,35137.09,NetBanking,insufficient_funds,35167.09,17,5,0.5,4,1,active,1,2,1,0.7115739248768966,25002.637040052752,HIGH
TXN_9500,CUST_2038,33422.74,NetBanking,authentication_failed,122252.95,14,0,0.71,14,8,not_applicable,0,2,1,0.7478233365188046,24994.30494240051,HIGH
TXN_7385,CUST_1436,38046.79,NetBanking,bank_declined,63113.97,29,7,0.7,10,45,active,0,1,1,0.6568793725765706,24992.15154375254,HIGH
TXN_9773,CUST_1383,31830.09,Wallet,insufficient_funds,185707.06,25,3,0.84,12,18,inactive,0,2,1,0.7849050932447642,24983.599759439236,HIGH
TXN_4325,CUST_1859,43765.44,Wallet,authentication_failed,163698.95,25,7,0.6,1,90,active,0,1,1,0.5708372626020877,24982.943966175913,HIGH
TXN_5981,CUST_2549,36672.42,NetBanking,insufficient_funds,5175.02,2,3,0.4,11,25,not_applicable,0,0,1,0.6811905119508068,24980.904554275006,HIGH
TXN_7131,CUST_1520,33497.74,UPI,customer_abandoned,155682.46,28,1,0.71,5,45,not_applicable,0,0,1,0.7456150063204953,24976.417621822304,HIGH
TXN_3603,CUST_1154,40324.98,UPI,card_expired,88122.11,26,5,0.55,0,44,not_applicable,0,2,1,0.6193107094652297,24973.6919729712,HIGH
TXN_1231,CUST_1726,47607.92,Wallet,insufficient_funds,147847.63,17,3,0.6,2,85,not_applicable,0,2,0,0.5245516711123608,24972.813994183583,HIGH
TXN_222,CUST_2562,40015.81,Card,network_error,36530.39,16,7,0.65,15,39,inactive,0,0,1,0.6239759432607088,24968.902790091302,HIGH
TXN_1885,CUST_1075,39473.13,UPI,insufficient_funds,70844.15,18,1,0.4,4,13,inactive,0,1,1,0.6324984322946043,24966.692842761113,HIGH
TXN_3910,CUST_1811,28312.72,Card,card_expired,20119.12,30,3,0.83,17,2,active,1,1,1,0.8818148787025699,24966.577752539826,HIGH
TXN_5776,CUST_2700,33523.27,NetBanking,bank_declined,51623.37,6,3,0.75,8,87,inactive,0,1,1,0.7446845275521072,24964.26048195173,HIGH
TXN_3877,CUST_1613,33173.87,NetBanking,network_error,169022.38,9,4,0.77,10,19,active,0,0,1,0.7523556247364139,24958.547688774583,HIGH
TXN_3244,CUST_2727,40768.89,Card,insufficient_funds,65314.77,21,5,0.98,15,47,inactive,0,3,1,0.611988142957537,24950.0772815401,HIGH
TXN_3394,CUST_1768,46682.86,NetBanking,bank_declined,105823.2,25,8,0.54,3,48,inactive,1,4,1,0.5344223207952049,24948.36238255764,HIGH
TXN_6315,CUST_1127,33677.83,UPI,insufficient_funds,160732.69,0,2,0.05,4,16,not_applicable,0,1,1,0.7406776504992528,24944.415998313252,HIGH
TXN_5236,CUST_2817,40785.29,UPI,bank_declined,150772.7,8,4,0.82,2,38,inactive,0,4,1,0.6115372275352108,24941.723170819558,HIGH
TXN_1511,CUST_1768,29719.41,Card,network_error,26294.99,19,1,0.43,3,50,active,0,0,1,0.8391475229994488,24938.96928650505,HIGH
TXN_2918,CUST_1015,34436.88,UPI,network_error,5211.6,10,5,0.34,10,57,not_applicable,1,2,1,0.724158688853491,24937.765869005005,HIGH
TXN_9779,CUST_2231,39318.23,Wallet,customer_abandoned,19047.99,27,2,0.58,16,52,inactive,1,1,1,0.6341518552322642,24933.728498948873,HIGH
TXN_6128,CUST_2130,43319.69,Wallet,bank_declined,117168.52,23,8,0.37,12,88,inactive,1,2,1,0.5755662210785618,24933.350271594765,HIGH
TXN_7257,CUST_2333,36829.83,Wallet,customer_abandoned,56003.93,18,0,0.87,6,29,not_applicable,1,3,1,0.6769380615042836,24931.51372573231,HIGH
TXN_864,CUST_2398,33908.83,Card,bank_declined,75251.4,28,2,0.94,11,60,not_applicable,1,2,1,0.7350612965682168,24925.06854491125,HIGH
TXN_611,CUST_2901,27730.2,UPI,network_error,108799.26,25,0,0.76,11,71,not_applicable,1,2,1,0.8988397826375523,24925.006940495852,HIGH
TXN_295,CUST_1697,39014.29,Wallet,bank_declined,22289.15,0,4,0.76,14,62,active,1,4,1,0.638866052725299,24924.905452180104,HIGH
TXN_8454,CUST_2972,27077.89,Wallet,network_error,175535.08,26,4,0.83,5,56,active,0,0,1,0.9203039840639873,24919.8900470464,HIGH
TXN_3226,CUST_1315,44326.16,UPI,customer_abandoned,55025.36,25,7,0.04,15,46,not_applicable,1,0,1,0.5621642542649115,24918.58268082715,HIGH
TXN_4747,CUST_2922,33100.83,Card,network_error,130770.06,6,8,0.86,17,0,not_applicable,0,1,1,0.7526097106540769,24912.00608870979,HIGH
TXN_1464,CUST_2445,42593.91,NetBanking,card_expired,172894.13,8,2,0.41,18,40,inactive,0,1,1,0.5848224633713107,24909.875370815906,HIGH
TXN_9442,CUST_2411,33329.13,Card,customer_abandoned,84287.08,27,0,0.97,12,34,inactive,1,0,1,0.7469721301686634,24895.9312327683,HIGH
TXN_5654,CUST_2794,38740.58,Wallet,customer_abandoned,1101.49,22,4,0.51,6,4,not_applicable,1,0,1,0.6424404536797678,24888.51579101734,HIGH
TXN_5309,CUST_2463,37044.19,UPI,bank_declined,160065.71,26,2,0.73,3,61,not_applicable,1,3,1,0.6715367712520377,24876.535746247024,HIGH
TXN_7277,CUST_2514,43360.61,NetBanking,customer_abandoned,102496.01,24,6,0.61,2,21,inactive,0,1,1,0.5735941869569146,24871.39383890586,HIGH
TXN_7300,CUST_1285,43685.31,Wallet,bank_declined,43213.98,22,3,0.29,12,11,active,0,4,1,0.5689186651539782,24853.388252037734,HIGH
TXN_3783,CUST_1983,42914.88,UPI,card_expired,69133.97,5,6,0.27,1,7,not_applicable,0,1,1,0.5790480395927705,24849.777133358995,HIGH
TXN_2366,CUST_1813,34216.61,UPI,insufficient_funds,4916.96,17,7,0.74,1,65,active,1,4,1,0.7262161115613937,24848.6534650127,HIGH
TXN_5248,CUST_2133,33492.95,Card,bank_declined,99078.01,18,1,0.7,8,26,active,0,0,1,0.7417583657633078,24843.675856592177,HIGH
TXN_3894,CUST_1023,43928.95,Card,customer_abandoned,39978.56,17,1,0.17,19,14,not_applicable,1,2,0,0.5654962550054484,24841.656711321593,HIGH
TXN_2715,CUST_1354,35465.56,UPI,card_expired,27751.79,7,5,0.81,2,5,active,1,2,1,0.7004032444534302,24840.193290357794,HIGH
TXN_1156,CUST_1560,42875.82,Card,card_expired,153165.54,13,0,0.15,19,25,active,0,3,1,0.5792727761704528,24836.795281984625,HIGH
TXN_1068,CUST_1580,40704.79,Wallet,authentication_failed,188160.29,19,7,0.65,2,42,active,1,1,1,0.6101101262175962,24834.404564560748,HIGH
TXN_6948,CUST_1769,37791.46,Wallet,insufficient_funds,99855.67,1,1,0.59,14,79,inactive,1,0,1,0.6570310909485861,24830.164192339853,HIGH
TXN_5088,CUST_2132,47343.69,Card,bank_declined,106513.59,2,1,0.28,13,35,active,1,1,1,0.5242668355750949,24820.726540748266,HIGH
TXN_563,CUST_2565,29989.03,NetBanking,network_error,23871.67,7,2,0.09,1,67,inactive,1,4,1,0.8275031032392719,24816.01538813562,HIGH
TXN_651,CUST_2946,31514.93,Wallet,card_expired,11812.07,23,3,0.75,6,8,active,1,4,1,0.7870684204687528,24804.40617628331,HIGH
TXN_3459,CUST_1776,34411.31,NetBanking,authentication_failed,198587.79,28,0,0.4,15,2,inactive,1,2,1,0.7204034232183099,24790.025521426458,HIGH
TXN_8050,CUST_2993,41036.89,Card,authentication_failed,6907.35,14,2,0.3,11,81,not_applicable,0,0,1,0.60382612003186,24779.146066874233,HIGH
TXN_6406,CUST_1190,41704.07,Card,bank_declined,109716.47,13,6,0.47,20,43,active,1,1,1,0.5941475028043951,24778.369047279688,HIGH
TXN_3035,CUST_2963,38166.49,UPI,authentication_failed,121986.26,28,2,0.1,12,35,not_applicable,0,0,1,0.6489660465762612,24768.756126992408,HIGH
TXN_3872,CUST_1052,36142.99,NetBanking,bank_declined,163199.72,28,3,0.85,22,80,inactive,0,4,1,0.6850623182546584,24760.20051805493,HIGH
TXN_8654,CUST_2688,34395.9,NetBanking,authentication_failed,88120.23,23,6,0.86,14,34,active,1,0,1,0.71982910230561,24759.169819993534,HIGH
TXN_9290,CUST_2316,36688.35,UPI,card_expired,5557.2,19,4,0.09,12,70,not_applicable,0,1,1,0.6746932043026554,24753.380422077327,HIGH
TXN_3146,CUST_2859,40115.83,Card,bank_declined,183100.28,1,0,0.76,2,13,inactive,1,3,1,0.6164629596227122,24729.92328952159,HIGH
TXN_5386,CUST_1005,36337.52,Wallet,authentication_failed,98267.7,10,0,0.86,23,19,active,0,0,1,0.6803376505479634,24721.782983539626,HIGH
TXN_2538,CUST_1946,42911.8,UPI,bank_declined,78884.24,24,8,0.89,9,33,inactive,0,2,1,0.5760159393215164,24717.88078497705,HIGH
TXN_6084,CUST_1101,38810.21,Card,card_expired,130071.82,15,5,0.61,0,78,active,1,0,1,0.6367389590343592,24711.972715304877,HIGH
TXN_4440,CUST_1414,36271.04,NetBanking,insufficient_funds,122788.78,26,3,0.12,20,51,inactive,0,1,1,0.6812178475682131,24708.47979786056,HIGH
TXN_7521,CUST_1591,40226.64,Card,customer_abandoned,184926.89,21,6,0.76,10,48,active,1,0,1,0.6142074688105538,24707.502733153375,HIGH
TXN_1065,CUST_1556,49887.69,Wallet,insufficient_funds,90896.16,30,5,0.35,12,48,active,1,3,0,0.4951676670478882,24702.771071708263,HIGH
TXN_6872,CUST_1496,39691.63,UPI,authentication_failed,109666.44,18,6,0.58,1,40,active,0,2,1,0.6223413986330734,24701.744528226453,HIGH
TXN_8945,CUST_1979,36104.42,Wallet,card_expired,13071.27,8,2,0.76,14,44,not_applicable,0,2,1,0.6838101855078713,24688.570137854098,HIGH
TXN_5311,CUST_2017,41778.82,Card,network_error,78688.48,7,0,0.01,11,83,not_applicable,1,3,0,0.5907936504518394,24682.661579370317,HIGH
TXN_3579,CUST_1850,32724.1,Card,bank_declined,88168.32,28,2,0.78,12,48,not_applicable,0,1,1,0.7542025056734668,24680.598215909093,HIGH
TXN_3475,CUST_1052,29877.27,Card,authentication_failed,25425.27,26,6,0.96,3,2,active,1,2,1,0.8259481098944892,24677.074685307325,HIGH
TXN_1562,CUST_2960,37870.65,NetBanking,network_error,121736.52,23,3,0.17,5,41,inactive,0,3,0,0.651462307551049,24671.30103745813,HIGH
TXN_4323,CUST_2762,35962.9,Wallet,card_expired,109875.15,12,5,0.45,23,77,active,1,0,1,0.6859810052702059,24669.86629443189,HIGH
TXN_1563,CUST_1741,36033.56,NetBanking,card_expired,18141.02,21,4,0.46,8,77,not_applicable,0,1,1,0.6845200724361165,24665.695101331148,HIGH
TXN_8347,CUST_1360,28982.46,Card,network_error,52532.26,14,7,0.85,17,47,active,1,2,1,0.8509252730548219,24661.907689300453,HIGH
TXN_7074,CUST_2551,36696.96,NetBanking,authentication_failed,144878.79,30,2,0.55,21,21,active,0,1,1,0.6716905198908723,24649.000140814544,HIGH
TXN_1896,CUST_1681,33621.79,UPI,network_error,79473.89,18,1,0.0,15,53,inactive,0,2,1,0.7330914810514458,24647.84782670069,HIGH
TXN_5898,CUST_2464,44840.39,Card,customer_abandoned,68138.79,8,2,0.53,22,73,active,0,1,1,0.5495950509180675,24644.056425236005,HIGH
TXN_23,CUST_1468,44371.92,UPI,insufficient_funds,94970.77,27,5,0.12,2,65,active,1,3,1,0.5553940469669171,24643.900220492287,HIGH
TXN_8382,CUST_1026,28761.76,Wallet,network_error,124090.88,25,2,0.57,6,29,active,1,2,1,0.8565859704580613,24636.920101681848,HIGH
TXN_7711,CUST_1025,36328.12,UPI,bank_declined,20712.07,24,3,0.76,21,47,not_applicable,1,4,1,0.6779233712483942,24627.681581516215,HIGH
TXN_3502,CUST_2303,39541.72,Wallet,card_expired,183337.9,30,1,0.39,15,18,active,1,4,1,0.622728174843023,24623.74312575386,HIGH
TXN_2219,CUST_2605,33608.44,Wallet,card_expired,1867.56,26,0,0.92,8,42,not_applicable,0,0,1,0.7321087981188047,24605.034615047964,HIGH
TXN_9610,CUST_1894,39174.78,Card,authentication_failed,100957.32,26,3,0.79,6,80,not_applicable,1,1,1,0.6279334525914788,24599.15485991161,HIGH
TXN_3156,CUST_1865,36797.16,UPI,insufficient_funds,172069.14,18,7,0.94,12,56,inactive,0,1,1,0.6684252022161025,24596.14911397828,HIGH
TXN_9819,CUST_2973,35928.35,Wallet,card_expired,184372.23,28,3,0.16,4,81,inactive,1,1,1,0.684113531476939,24579.07039863948,HIGH
TXN_9715,CUST_1039,33487.28,NetBanking,network_error,6968.14,16,0,0.12,22,13,inactive,0,3,1,0.7339701383072343,24578.66353313308,HIGH
TXN_8774,CUST_1013,37440.18,UPI,card_expired,96176.34,0,0,0.72,6,72,active,0,4,1,0.656326730246423,24572.99091923752,HIGH
TXN_8761,CUST_2533,41056.28,Wallet,bank_declined,141199.46,20,2,0.44,6,20,active,1,1,0,0.5984438886231132,24569.87985559935,HIGH
TXN_737,CUST_2957,37974.36,NetBanking,card_expired,21400.68,14,1,0.51,15,25,not_applicable,1,1,1,0.6469816582575322,24568.7144040685,HIGH
TXN_394,CUST_2078,36870.0,Wallet,insufficient_funds,172696.62,10,3,0.22,4,43,not_applicable,0,2,1,0.6663377581621042,24567.87314343678,HIGH
TXN_9409,CUST_2855,44105.11,NetBanking,bank_declined,42965.99,23,1,0.16,4,78,not_applicable,1,3,1,0.556535137918388,24546.043476755676,HIGH
TXN_100,CUST_1836,42934.8,NetBanking,bank_declined,86369.81,21,1,0.75,5,42,inactive,1,2,0,0.5715650336572928,24540.030407069138,HIGH
TXN_5414,CUST_2996,32381.64,NetBanking,customer_abandoned,44538.96,15,2,0.76,9,0,active,0,0,1,0.7574620853550283,24527.8645616158,HIGH
TXN_9748,CUST_1296,46527.57,UPI,bank_declined,62028.97,11,2,0.23,8,18,not_applicable,0,2,0,0.5271205269277859,24525.637215069444,HIGH
TXN_7285,CUST_2464,41328.06,Wallet,customer_abandoned,42460.13,1,1,0.39,10,29,not_applicable,1,2,1,0.5927766786229794,24498.31014073121,HIGH
TXN_7381,CUST_2996,29011.22,NetBanking,customer_abandoned,132167.31,29,0,0.86,4,77,active,0,0,1,0.8438534111957959,24481.2169599517,HIGH
TXN_8820,CUST_2378,28084.6,Card,network_error,184042.6,17,6,0.91,3,23,active,1,2,1,0.8712693164141097,24469.2502437637,HIGH
TXN_3788,CUST_2030,46924.41,NetBanking,card_expired,23616.6,23,4,0.7,15,52,active,1,0,0,0.5213854716908312,24465.705641663957,HIGH
TXN_2297,CUST_1522,35134.65,Card,network_error,144457.75,5,4,0.73,3,58,not_applicable,1,1,1,0.6963129969856277,24464.713439541083,HIGH
TXN_2270,CUST_2402,39230.94,Card,insufficient_funds,152893.75,14,4,0.72,6,46,inactive,1,4,1,0.6233078514199437,24452.95292058473,HIGH
TXN_6990,CUST_1863,29062.46,Wallet,network_error,55032.92,20,4,0.43,4,6,not_applicable,0,0,1,0.8411497612064749,24445.881289072728,HIGH
TXN_134,CUST_2846,49832.18,NetBanking,insufficient_funds,111530.91,12,4,0.77,6,15,inactive,0,1,0,0.4905469042342123,24445.02163024203,HIGH
TXN_6630,CUST_1401,32317.42,Wallet,network_error,194277.12,15,1,0.91,6,51,inactive,1,1,1,0.7561869008969557,24438.009674785295,HIGH
