transaction_id,customer_id,amount,payment_method,failure_reason,customer_lifetime_value,successful_payments,failed_payments,previous_recovery_rate,hour_of_day,days_since_last_payment,subscription_status,checkout_abandoned,retry_count,recovered
TXN_2647,CUST_2767,26535.77,UPI,insufficient_funds,65025.67,22,6,0.08,1,39,not_applicable,1,0,1
TXN_2648,CUST_2687,40153.52,Card,network_error,28765.83,4,1,0.78,22,82,not_applicable,1,0,1
TXN_2649,CUST_1119,20516.28,Card,card_expired,51550.21,1,3,0.86,3,76,inactive,0,0,0
TXN_2650,CUST_1183,27432.22,NetBanking,insufficient_funds,122304.14,30,0,0.09,6,38,inactive,0,1,1
TXN_2651,CUST_1219,9765.64,Wallet,customer_abandoned,42468.35,3,7,0.66,20,71,inactive,0,0,1
TXN_2652,CUST_2811,20247.45,Wallet,card_expired,42342.11,24,5,0.65,21,78,active,1,0,1
TXN_2653,CUST_2191,37441.11,NetBanking,customer_abandoned,173882.69,14,8,0.54,10,46,active,0,0,1
TXN_2654,CUST_1421,7089.22,Wallet,bank_declined,70306.65,7,5,0.39,16,21,not_applicable,0,0,0
TXN_2655,CUST_1967,46460.91,Card,authentication_failed,174985.02,16,7,0.13,16,0,inactive,0,3,0
TXN_2656,CUST_2226,17946.26,UPI,customer_abandoned,58858.03,7,7,0.61,3,53,active,1,0,1
TXN_2657,CUST_2131,48118.35,UPI,authentication_failed,131066.99,15,2,0.84,4,25,not_applicable,1,2,1
TXN_2658,CUST_1985,10495.51,Wallet,insufficient_funds,105412.99,17,3,0.56,15,43,active,0,3,0
TXN_2659,CUST_2798,11072.16,Wallet,authentication_failed,74293.77,27,1,0.36,0,23,inactive,0,4,1
TXN_2660,CUST_1750,22252.85,NetBanking,network_error,151263.7,27,8,0.75,1,1,active,1,2,1
TXN_2661,CUST_1397,28636.3,Card,card_expired,178966.28,28,6,0.48,5,20,active,1,4,1
TXN_2662,CUST_1077,10801.47,Wallet,authentication_failed,15757.66,21,6,0.89,17,45,inactive,1,3,1
TXN_2663,CUST_2364,49630.23,Wallet,insufficient_funds,136199.3,12,7,0.94,21,87,inactive,0,3,1
TXN_2664,CUST_2269,42236.87,UPI,card_expired,114259.17,18,5,0.38,22,18,active,1,0,1
TXN_2665,CUST_2506,21662.65,UPI,network_error,108225.05,28,4,0.45,4,49,active,0,3,1
TXN_2666,CUST_2900,23578.2,UPI,card_expired,10545.54,6,5,0.88,1,83,not_applicable,1,1,0
TXN_2667,CUST_1577,29488.29,Card,customer_abandoned,28698.37,23,1,0.0,19,68,active,0,2,1
TXN_2668,CUST_2109,35258.84,NetBanking,authentication_failed,20739.71,2,3,0.91,0,1,inactive,0,3,0
TXN_2669,CUST_2230,10309.22,UPI,insufficient_funds,37120.08,10,3,0.01,1,18,active,1,0,0
TXN_2670,CUST_1772,43764.22,Wallet,customer_abandoned,123218.38,11,8,0.19,12,89,inactive,1,1,0
TXN_2671,CUST_1473,23848.74,NetBanking,card_expired,190914.84,9,8,0.25,2,11,active,1,0,1
TXN_2672,CUST_2679,22028.47,UPI,bank_declined,60271.62,29,7,0.46,13,33,active,1,4,0
TXN_2673,CUST_2679,39954.5,Wallet,insufficient_funds,49417.08,10,7,0.73,7,70,inactive,1,0,1
TXN_2674,CUST_1280,47759.42,UPI,network_error,39409.98,29,7,0.88,10,12,active,0,4,0
TXN_2675,CUST_1762,48396.21,Wallet,authentication_failed,96100.24,3,5,0.73,11,33,active,1,0,0
TXN_2676,CUST_2561,9299.98,Wallet,card_expired,89172.11,7,6,0.17,0,19,inactive,1,3,1
TXN_2677,CUST_2553,4902.7,NetBanking,bank_declined,118253.13,13,7,0.63,14,18,active,1,0,1
TXN_2678,CUST_1904,33143.08,UPI,insufficient_funds,24119.97,14,3,0.56,1,64,inactive,0,2,1
TXN_2679,CUST_1786,47014.79,NetBanking,customer_abandoned,152652.26,15,8,0.97,20,29,inactive,0,1,1
TXN_2680,CUST_1200,14328.15,Wallet,bank_declined,39889.09,9,3,0.01,16,2,active,1,2,1
TXN_2681,CUST_2682,33970.92,UPI,bank_declined,46986.7,16,5,0.51,22,58,not_applicable,0,3,1
TXN_2682,CUST_1102,34718.52,Card,authentication_failed,79531.18,5,5,0.37,8,50,not_applicable,1,1,0
TXN_2683,CUST_2829,8934.37,Wallet,card_expired,127166.15,17,8,0.36,9,5,inactive,1,3,1
TXN_2684,CUST_1513,37851.98,Card,insufficient_funds,122492.12,14,6,0.36,21,26,active,1,0,1
TXN_2685,CUST_2760,38829.98,Card,bank_declined,97795.41,6,8,0.22,12,60,inactive,0,2,0
TXN_2686,CUST_2236,8353.51,Card,card_expired,155655.08,28,8,0.23,13,64,inactive,0,3,0
TXN_2687,CUST_2834,22632.16,UPI,bank_declined,116342.57,16,8,0.88,12,75,not_applicable,0,1,0
TXN_2688,CUST_1117,22608.7,NetBanking,bank_declined,4057.88,24,3,0.43,8,0,inactive,0,4,1
TXN_2689,CUST_2932,27932.46,Card,network_error,130615.89,6,6,0.15,23,10,inactive,1,3,0
TXN_2690,CUST_2948,9214.32,NetBanking,insufficient_funds,150354.27,10,3,0.34,21,83,not_applicable,1,3,1
TXN_2691,CUST_1922,2488.49,UPI,customer_abandoned,82164.15,15,8,0.71,19,59,inactive,1,2,1
TXN_2692,CUST_1521,39784.82,Card,network_error,126525.17,27,1,0.59,18,90,active,0,4,1
TXN_2693,CUST_1531,24174.33,Card,card_expired,119872.51,15,3,0.47,12,16,inactive,0,1,0
TXN_2694,CUST_1122,21741.48,Card,card_expired,41252.36,30,2,0.21,15,13,active,0,3,0
TXN_2695,CUST_2700,15117.79,NetBanking,customer_abandoned,150034.61,28,7,0.79,13,77,active,1,0,1
TXN_2696,CUST_1866,47956.3,Card,insufficient_funds,100978.16,24,4,0.92,5,78,not_applicable,1,0,1
TXN_2697,CUST_1591,36149.43,NetBanking,authentication_failed,17923.68,12,8,0.22,7,4,inactive,0,0,0
TXN_2698,CUST_2711,35834.77,Wallet,authentication_failed,69543.22,0,3,0.79,18,22,active,0,1,1
TXN_2699,CUST_2529,40984.75,Wallet,authentication_failed,27008.95,25,8,0.17,0,12,inactive,0,3,0
TXN_2700,CUST_1550,20483.52,Wallet,insufficient_funds,70391.86,1,6,0.76,17,3,active,1,3,0
TXN_2701,CUST_2809,17625.73,UPI,card_expired,167610.76,25,1,0.07,12,24,inactive,0,2,0
TXN_2702,CUST_2403,49317.21,UPI,insufficient_funds,18625.07,9,3,0.29,6,23,inactive,1,1,0
TXN_2703,CUST_1519,38841.93,NetBanking,network_error,119589.44,18,3,0.64,3,56,active,1,3,0
TXN_2704,CUST_1887,5987.15,Card,authentication_failed,166808.68,0,8,0.71,7,72,active,1,2,1
TXN_2705,CUST_1532,44497.79,UPI,card_expired,140360.96,28,5,0.2,19,78,not_applicable,1,0,0
TXN_2706,CUST_2431,24752.74,Card,customer_abandoned,11988.31,19,3,0.95,4,59,not_applicable,0,3,0
TXN_2707,CUST_1369,34903.32,UPI,card_expired,101739.98,28,1,0.03,12,28,inactive,0,2,0
TXN_2708,CUST_2996,42606.66,Wallet,insufficient_funds,105327.33,4,6,0.23,22,53,inactive,1,2,0
TXN_2709,CUST_2687,18233.28,Card,network_error,51830.23,27,2,0.51,17,82,inactive,1,1,0
TXN_2710,CUST_2204,28790.18,Wallet,bank_declined,178096.28,19,5,0.65,0,57,not_applicable,0,4,0
TXN_2711,CUST_2759,42744.92,Wallet,bank_declined,94802.25,26,0,0.87,13,63,inactive,1,0,1
TXN_2712,CUST_1347,6527.77,UPI,authentication_failed,171207.58,0,1,0.59,18,21,not_applicable,0,1,1
TXN_2713,CUST_1381,46897.58,UPI,bank_declined,11672.05,24,4,0.5,7,79,active,1,2,1
TXN_2714,CUST_2110,31330.33,UPI,authentication_failed,158924.65,7,2,0.28,5,44,active,0,1,1
TXN_2715,CUST_1354,35465.56,UPI,card_expired,27751.79,7,5,0.81,2,5,active,1,2,1
TXN_2716,CUST_1704,47481.92,UPI,insufficient_funds,68566.25,19,3,0.11,10,36,inactive,0,1,1
TXN_2717,CUST_2751,4381.96,Wallet,authentication_failed,193935.78,16,8,0.04,17,36,not_applicable,0,4,0
TXN_2718,CUST_1396,26302.61,Card,card_expired,74355.51,28,2,0.07,9,31,inactive,0,4,0
TXN_2719,CUST_1873,29302.49,Card,insufficient_funds,56895.77,25,8,0.91,0,44,not_applicable,0,0,1
TXN_2720,CUST_1258,22541.3,NetBanking,bank_declined,109208.73,2,2,0.1,18,7,inactive,1,4,1
TXN_2721,CUST_1804,18789.35,NetBanking,authentication_failed,17075.06,19,2,0.39,1,15,active,0,3,1
TXN_2722,CUST_1822,25731.27,Card,insufficient_funds,139213.85,15,7,0.06,9,75,inactive,1,1,0
TXN_2723,CUST_1134,40979.61,UPI,network_error,16898.84,5,4,0.86,20,11,not_applicable,0,3,1
TXN_2724,CUST_1700,41739.27,UPI,authentication_failed,72796.89,4,2,0.61,12,57,active,0,0,0
TXN_2725,CUST_1986,3401.82,NetBanking,card_expired,43971.7,23,6,0.13,4,54,inactive,1,2,0
TXN_2726,CUST_1309,25767.72,Wallet,bank_declined,118163.13,12,1,0.79,4,89,active,1,0,1
TXN_2727,CUST_1918,30477.04,Card,insufficient_funds,82944.62,0,2,0.47,21,68,inactive,1,1,0
TXN_2728,CUST_1553,42124.08,UPI,card_expired,46770.09,5,1,0.01,2,45,not_applicable,0,2,1
TXN_2729,CUST_1726,10202.86,UPI,bank_declined,178132.91,3,4,0.86,6,17,active,0,2,1
TXN_2730,CUST_1486,5408.78,UPI,authentication_failed,99539.15,27,7,0.61,15,75,inactive,0,2,0
TXN_2731,CUST_1954,35868.21,Card,bank_declined,119388.29,22,4,0.32,4,19,active,0,2,1
TXN_2732,CUST_2286,37532.5,NetBanking,customer_abandoned,43735.98,29,8,0.83,3,75,active,0,2,1
TXN_2733,CUST_2580,28896.16,Wallet,network_error,174716.8,1,6,0.86,15,81,inactive,0,1,1
TXN_2734,CUST_2803,10523.56,Card,card_expired,155254.07,18,8,0.43,13,45,active,1,4,0
TXN_2735,CUST_2930,45230.82,UPI,card_expired,40422.73,10,7,0.03,22,69,not_applicable,1,3,0
TXN_2736,CUST_1563,31153.54,UPI,authentication_failed,132673.34,10,8,0.31,11,67,not_applicable,0,4,0
TXN_2737,CUST_1351,17040.75,NetBanking,customer_abandoned,136351.55,13,7,0.06,4,51,active,0,4,1
TXN_2738,CUST_1545,11203.8,Wallet,network_error,199934.97,4,2,0.17,11,39,active,1,2,0
TXN_2739,CUST_1164,11248.29,Wallet,card_expired,17088.51,17,2,0.87,5,23,inactive,0,0,0
TXN_2740,CUST_2092,20238.16,Card,bank_declined,140776.83,23,6,0.56,5,38,inactive,0,4,1
TXN_2741,CUST_1842,15821.29,Card,authentication_failed,105210.81,24,4,0.49,5,82,active,0,1,1
TXN_2742,CUST_2623,44583.61,Card,card_expired,34009.71,29,4,0.15,2,36,not_applicable,0,4,0
TXN_2743,CUST_1023,32908.96,UPI,authentication_failed,39729.23,22,6,0.39,12,21,not_applicable,1,0,1
TXN_2744,CUST_1275,12406.21,Wallet,network_error,134003.78,0,4,0.74,10,6,not_applicable,1,3,1
TXN_2745,CUST_1397,46882.55,Card,insufficient_funds,147594.69,15,4,0.46,20,5,active,0,4,0
TXN_2746,CUST_1153,34661.41,UPI,customer_abandoned,118845.85,24,1,0.88,18,28,active,1,1,1
TXN_2747,CUST_2103,15064.3,Card,card_expired,43553.94,5,4,0.04,14,11,active,0,3,0
TXN_2748,CUST_2745,43515.75,UPI,customer_abandoned,136000.24,1,6,0.66,0,67,active,1,3,0
TXN_2749,CUST_2349,42476.04,UPI,bank_declined,96573.12,12,4,0.87,12,14,not_applicable,1,0,1
TXN_2750,CUST_1970,46342.7,Wallet,card_expired,140032.74,12,4,0.26,6,90,not_applicable,1,0,0
TXN_2751,CUST_1030,26698.23,NetBanking,card_expired,28441.87,14,2,0.59,6,34,inactive,0,3,0
TXN_2752,CUST_2691,2712.2,Wallet,customer_abandoned,189782.58,4,3,0.64,21,14,active,0,3,1
TXN_2753,CUST_1234,33835.19,UPI,customer_abandoned,72039.75,29,4,0.51,9,11,inactive,1,1,0
TXN_2754,CUST_2922,48016.59,Card,customer_abandoned,51480.22,3,6,0.87,11,35,inactive,0,1,1
TXN_2755,CUST_1941,33553.73,Card,network_error,186322.06,15,6,0.4,16,46,inactive,1,0,0
TXN_2756,CUST_1864,35168.87,Card,bank_declined,9359.15,19,4,0.91,5,79,active,1,3,1
TXN_2757,CUST_2656,23070.32,UPI,network_error,113726.85,10,5,0.15,3,65,not_applicable,1,0,1
TXN_2758,CUST_1177,41573.25,Wallet,authentication_failed,4081.01,19,3,0.27,5,38,not_applicable,0,0,0
TXN_2759,CUST_2806,20843.99,Card,bank_declined,145934.79,17,3,0.8,14,39,inactive,1,0,0
TXN_2760,CUST_2574,30464.38,Wallet,card_expired,51670.75,7,4,0.92,11,54,inactive,0,4,1
TXN_2761,CUST_2687,28763.98,Wallet,authentication_failed,139432.4,8,7,0.92,18,1,active,1,2,1
TXN_2762,CUST_2582,18481.89,NetBanking,customer_abandoned,142892.61,7,6,0.04,4,53,not_applicable,0,2,0
TXN_2763,CUST_2409,20375.52,Wallet,card_expired,34200.81,6,8,0.02,13,90,inactive,0,0,0
TXN_2764,CUST_2960,32765.61,UPI,authentication_failed,160655.47,10,3,0.99,16,43,not_applicable,1,3,0
TXN_2765,CUST_2519,30009.02,NetBanking,card_expired,187491.85,2,6,0.17,23,35,active,1,4,0
TXN_2766,CUST_2235,37773.44,UPI,insufficient_funds,18706.13,18,3,0.86,15,68,active,1,3,0
TXN_2767,CUST_1102,1766.81,NetBanking,network_error,19125.8,27,6,0.05,23,12,inactive,0,3,0
TXN_2768,CUST_2034,25513.52,NetBanking,bank_declined,106937.2,6,7,0.27,1,50,not_applicable,1,0,1
TXN_2769,CUST_2110,18476.31,Wallet,customer_abandoned,10064.48,30,5,0.3,13,32,inactive,1,1,0
TXN_2770,CUST_2391,20470.27,Wallet,card_expired,55494.66,12,8,0.13,2,47,not_applicable,1,0,1
TXN_2771,CUST_2063,49807.65,NetBanking,authentication_failed,66578.88,23,0,0.38,1,19,inactive,1,1,1
TXN_2772,CUST_2181,35950.23,UPI,insufficient_funds,79013.88,24,8,0.9,9,42,active,1,4,0
TXN_2773,CUST_1788,22574.46,UPI,bank_declined,129687.88,7,5,0.95,13,54,active,1,0,0
TXN_2774,CUST_1466,2096.66,Card,network_error,67129.67,8,6,0.47,18,65,active,0,0,1
TXN_2775,CUST_1811,35039.36,Wallet,customer_abandoned,165427.56,14,3,0.73,0,51,inactive,0,4,1
TXN_2776,CUST_2910,13700.13,Card,card_expired,175122.91,23,2,0.77,13,52,inactive,1,0,1
TXN_2777,CUST_2258,36732.81,UPI,authentication_failed,21711.12,14,8,0.79,20,64,inactive,1,1,1
TXN_2778,CUST_2028,14685.28,NetBanking,customer_abandoned,131499.68,19,0,0.64,12,60,active,1,1,1
TXN_2779,CUST_1623,1616.83,Card,customer_abandoned,87290.89,16,8,0.57,15,51,active,1,2,1
TXN_2780,CUST_2737,46418.02,UPI,customer_abandoned,106232.24,20,4,0.75,18,17,active,0,3,1
TXN_2781,CUST_1120,37329.5,NetBanking,customer_abandoned,41755.5,27,8,0.37,13,89,active,1,3,0
TXN_2782,CUST_1060,1006.08,Wallet,network_error,144769.8,6,2,0.84,1,8,inactive,0,4,1
TXN_2783,CUST_2906,22452.33,UPI,network_error,170405.16,6,2,0.78,16,78,active,0,3,1
TXN_2784,CUST_1245,16266.41,Card,network_error,136096.77,22,5,0.56,6,29,inactive,0,3,0
TXN_2785,CUST_2510,15565.5,UPI,authentication_failed,180096.67,13,4,0.69,19,33,active,1,4,1
TXN_2786,CUST_1597,38373.93,Card,insufficient_funds,188452.91,6,8,0.22,21,85,active,0,1,1
TXN_2787,CUST_2961,1108.85,NetBanking,bank_declined,134481.24,21,0,0.47,3,36,inactive,1,3,0
TXN_2788,CUST_1054,43133.98,Wallet,authentication_failed,170999.27,5,1,0.02,19,43,not_applicable,1,1,0
TXN_2789,CUST_1004,18454.83,NetBanking,bank_declined,83716.54,19,8,0.83,5,34,active,1,1,1
TXN_2790,CUST_2662,47158.14,UPI,customer_abandoned,36747.13,4,1,0.66,14,68,active,1,3,0
TXN_2791,CUST_2028,12684.54,UPI,network_error,65625.37,20,6,0.83,20,34,not_applicable,0,0,0
TXN_2792,CUST_1703,16521.88,UPI,insufficient_funds,107257.35,12,4,0.06,18,84,active,0,2,1
TXN_2793,CUST_1003,24342.45,Card,network_error,18108.77,24,0,0.84,3,60,active,0,3,1
TXN_2794,CUST_2291,47187.32,NetBanking,insufficient_funds,138999.91,14,0,0.94,6,3,not_applicable,0,4,1
TXN_2795,CUST_2311,30050.91,UPI,network_error,195417.24,5,6,0.64,4,67,active,1,4,0
TXN_2796,CUST_1356,36217.76,NetBanking,bank_declined,181188.27,26,8,0.8,10,3,not_applicable,0,3,0
TXN_2797,CUST_1301,33598.05,NetBanking,authentication_failed,198048.17,5,7,0.09,20,35,active,0,3,0
TXN_2798,CUST_2105,14241.54,UPI,network_error,128377.99,29,1,0.61,23,76,inactive,0,1,1
TXN_2799,CUST_2638,10416.66,Wallet,network_error,124704.29,12,2,0.13,0,71,active,0,0,1
TXN_2800,CUST_1491,41778.75,UPI,network_error,66091.21,1,2,0.49,13,24,not_applicable,1,2,0
TXN_2801,CUST_1551,11434.74,Card,bank_declined,78535.58,25,6,0.61,20,83,active,1,2,0
TXN_2802,CUST_2068,45092.5,Wallet,insufficient_funds,183179.12,2,2,0.78,0,37,not_applicable,0,2,1
TXN_2803,CUST_1332,1337.99,NetBanking,card_expired,77371.01,13,0,0.14,18,11,active,0,3,1
TXN_2804,CUST_1745,33090.42,Card,insufficient_funds,9750.36,5,8,0.84,8,72,inactive,1,0,0
TXN_2805,CUST_1511,21668.13,Wallet,customer_abandoned,133918.81,24,7,0.43,0,16,inactive,0,3,0
TXN_2806,CUST_1651,3374.84,Card,customer_abandoned,80887.27,9,0,0.76,11,45,active,1,2,0
TXN_2807,CUST_2026,20733.51,UPI,customer_abandoned,85293.58,17,7,0.7,11,35,not_applicable,0,1,0
TXN_2808,CUST_2789,13426.34,Wallet,customer_abandoned,88588.7,8,8,0.8,17,18,active,1,4,0
TXN_2809,CUST_1925,5618.26,Wallet,card_expired,125918.81,16,5,0.19,8,51,inactive,0,1,0
TXN_2810,CUST_2967,26502.25,Card,card_expired,175364.47,13,0,0.46,12,51,inactive,1,2,1
TXN_2811,CUST_2198,11625.22,UPI,card_expired,174976.12,11,4,0.17,18,62,not_applicable,0,1,1
TXN_2812,CUST_2532,9439.94,UPI,bank_declined,154887.5,5,8,0.47,12,23,active,1,4,0
TXN_2813,CUST_2269,18118.87,Card,insufficient_funds,170590.63,12,6,0.55,12,9,inactive,1,1,1
TXN_2814,CUST_1387,44862.22,NetBanking,network_error,180446.59,19,2,0.33,18,77,not_applicable,0,1,0
TXN_2815,CUST_1656,1341.31,Wallet,network_error,75990.28,17,8,0.9,14,90,inactive,1,4,1
TXN_2816,CUST_1383,13726.76,NetBanking,network_error,61221.83,0,4,0.61,3,31,inactive,0,0,1
TXN_2817,CUST_2071,36364.07,NetBanking,authentication_failed,179087.22,26,3,0.67,3,41,active,0,4,0
TXN_2818,CUST_1173,46640.83,Card,card_expired,53634.08,12,0,0.15,0,0,active,1,2,1
TXN_2819,CUST_1101,28212.85,Wallet,network_error,23638.73,4,1,0.14,9,83,not_applicable,0,0,1
TXN_2820,CUST_2783,14154.49,NetBanking,customer_abandoned,121243.66,29,1,0.82,6,38,active,0,1,1
TXN_2821,CUST_2057,13197.97,Wallet,bank_declined,49816.79,4,8,0.97,15,16,active,1,2,1
TXN_2822,CUST_2705,43998.05,Wallet,bank_declined,40745.98,5,2,0.95,9,1,inactive,0,0,1
TXN_2823,CUST_2062,22073.55,Card,card_expired,141717.0,10,3,0.59,0,72,inactive,1,3,0
TXN_2824,CUST_2246,27736.16,UPI,authentication_failed,146410.67,30,4,0.04,17,79,inactive,0,4,0
TXN_2825,CUST_2925,22957.54,UPI,customer_abandoned,27235.49,27,5,0.66,12,68,active,0,0,0
TXN_2826,CUST_1970,21699.27,NetBanking,card_expired,40336.52,20,0,0.55,14,78,inactive,1,0,1
TXN_2827,CUST_2917,1253.03,Wallet,authentication_failed,11175.2,10,7,0.95,4,83,not_applicable,1,0,0
TXN_2828,CUST_1634,35453.06,Card,bank_declined,14517.31,15,4,0.11,3,90,active,1,1,1
TXN_2829,CUST_2975,23297.06,UPI,customer_abandoned,190364.48,6,7,0.94,21,79,inactive,1,0,1
TXN_2830,CUST_1026,30144.88,UPI,network_error,91537.1,15,7,0.36,6,82,active,0,3,1
TXN_2831,CUST_2987,30185.15,NetBanking,insufficient_funds,116235.43,7,6,0.23,2,73,not_applicable,0,0,0
TXN_2832,CUST_1300,47264.91,NetBanking,authentication_failed,63433.32,23,1,0.44,18,25,not_applicable,1,1,0
TXN_2833,CUST_1430,41862.52,Wallet,insufficient_funds,6498.73,6,4,0.83,23,23,inactive,1,2,1
TXN_2834,CUST_2733,44339.55,Wallet,bank_declined,146224.75,17,0,0.16,8,63,inactive,0,3,0
TXN_2835,CUST_2535,15701.55,Wallet,card_expired,36468.39,24,3,0.86,10,8,active,1,3,1
TXN_2836,CUST_1658,19987.33,UPI,authentication_failed,34807.45,2,7,0.38,20,4,not_applicable,1,0,1
TXN_2837,CUST_1989,18220.12,Card,customer_abandoned,190369.11,5,8,0.95,18,44,active,1,2,0
TXN_2838,CUST_1785,8947.83,Card,bank_declined,172672.14,1,1,0.39,17,45,not_applicable,0,2,0
TXN_2839,CUST_1709,13766.2,UPI,customer_abandoned,119928.17,23,1,0.8,10,57,inactive,1,4,0
TXN_2840,CUST_1803,5616.01,NetBanking,card_expired,184496.44,19,1,0.75,12,6,not_applicable,1,3,1
TXN_2841,CUST_1005,38482.42,UPI,bank_declined,86342.02,0,3,0.76,0,39,inactive,1,0,1
TXN_2842,CUST_2105,12280.32,NetBanking,insufficient_funds,146073.67,24,3,0.42,19,69,active,0,0,0
TXN_2843,CUST_2647,17539.31,UPI,customer_abandoned,184423.76,6,6,0.93,12,20,not_applicable,0,1,0
TXN_2844,CUST_2052,39931.24,NetBanking,authentication_failed,87181.83,17,6,0.92,21,35,not_applicable,0,3,0
TXN_2845,CUST_2093,37240.76,UPI,card_expired,93926.51,12,5,0.23,5,77,not_applicable,1,0,0
TXN_2846,CUST_2988,21329.02,Wallet,bank_declined,151343.44,22,6,0.61,22,76,active,0,1,0
TXN_2847,CUST_1701,14188.08,Wallet,card_expired,96805.63,6,0,0.04,6,77,inactive,1,2,1
TXN_2848,CUST_2740,49495.62,UPI,authentication_failed,81968.93,29,8,0.01,1,55,inactive,0,4,0
TXN_2849,CUST_2474,32661.09,Wallet,insufficient_funds,122803.78,19,2,0.79,1,86,not_applicable,0,4,1
TXN_2850,CUST_2432,38205.23,UPI,authentication_failed,137908.82,26,4,0.32,7,10,active,0,1,1
TXN_2851,CUST_2660,7448.96,Wallet,network_error,91060.34,3,1,0.88,10,68,inactive,1,4,1
TXN_2852,CUST_1096,41994.38,NetBanking,card_expired,118460.42,25,6,0.19,7,23,not_applicable,0,0,0
TXN_2853,CUST_2216,25348.57,Wallet,insufficient_funds,80329.63,9,7,0.12,21,86,active,0,0,0
TXN_2854,CUST_1642,3730.84,Card,authentication_failed,20655.04,28,7,0.42,21,0,inactive,1,2,0
TXN_2855,CUST_1744,46284.66,NetBanking,bank_declined,75765.46,15,0,0.76,17,86,not_applicable,0,1,1
TXN_2856,CUST_1163,35233.87,Wallet,insufficient_funds,52763.08,9,6,0.94,23,9,not_applicable,1,1,1
TXN_2857,CUST_2180,41583.07,NetBanking,network_error,73644.09,28,7,0.1,12,52,active,1,1,1
TXN_2858,CUST_1508,487.21,NetBanking,customer_abandoned,95583.3,24,6,0.19,0,46,active,0,1,1
TXN_2859,CUST_2534,48973.05,Wallet,insufficient_funds,93416.18,23,8,0.82,9,2,active,1,3,1
TXN_2860,CUST_2664,24842.42,Wallet,insufficient_funds,186154.28,6,6,0.89,16,51,active,1,0,0
TXN_2861,CUST_1805,14883.16,Card,insufficient_funds,109456.67,12,6,0.22,7,55,active,1,0,1
TXN_2862,CUST_1264,24262.23,UPI,customer_abandoned,166496.37,20,6,0.9,8,1,not_applicable,0,0,1
TXN_2863,CUST_2760,983.45,Card,authentication_failed,172492.99,1,1,0.17,5,7,not_applicable,0,0,0
TXN_2864,CUST_1293,1346.05,NetBanking,card_expired,80501.79,0,4,0.99,10,20,not_applicable,0,3,0
TXN_2865,CUST_2550,21242.29,NetBanking,authentication_failed,62122.84,14,5,0.91,7,14,not_applicable,0,3,1
TXN_2866,CUST_1085,11961.17,UPI,authentication_failed,17156.37,22,8,0.63,13,5,active,1,2,0
TXN_2867,CUST_2878,33637.01,Wallet,bank_declined,7391.83,21,5,0.13,8,34,not_applicable,0,0,1
TXN_2868,CUST_1653,10697.3,NetBanking,customer_abandoned,171659.95,17,4,0.06,22,36,inactive,0,4,0
TXN_2869,CUST_1185,49928.16,UPI,authentication_failed,87182.14,0,8,0.7,3,70,not_applicable,1,2,0
TXN_2870,CUST_2288,30532.45,NetBanking,authentication_failed,145495.11,6,4,0.31,9,42,inactive,1,1,1
TXN_2871,CUST_2775,30210.54,Card,authentication_failed,78435.48,25,5,0.56,4,15,inactive,1,0,0
TXN_2872,CUST_1644,8360.21,Wallet,network_error,81143.74,0,3,0.34,13,13,inactive,0,2,1
TXN_2873,CUST_2109,38079.42,Wallet,insufficient_funds,97025.14,14,0,0.94,9,57,not_applicable,0,3,1
TXN_2874,CUST_2846,20843.61,Wallet,insufficient_funds,157604.41,4,3,0.55,11,8,inactive,1,0,1
TXN_2875,CUST_1145,2761.67,NetBanking,card_expired,80321.33,21,0,0.27,2,56,active,0,3,1
TXN_2876,CUST_2017,15486.92,UPI,bank_declined,177014.81,13,0,0.68,11,67,inactive,0,2,1
TXN_2877,CUST_1264,27222.37,Card,bank_declined,168266.64,9,1,0.88,6,31,not_applicable,1,2,1
TXN_2878,CUST_1905,17044.7,NetBanking,insufficient_funds,67709.41,22,6,0.04,8,46,active,0,2,1
TXN_2879,CUST_2422,42755.52,Wallet,authentication_failed,76933.3,1,5,0.74,23,58,active,0,4,0
TXN_2880,CUST_2305,18844.87,Wallet,network_error,29070.9,30,4,0.71,22,51,not_applicable,0,3,0
TXN_2881,CUST_1676,34324.14,Wallet,insufficient_funds,4557.82,17,3,0.22,6,41,not_applicable,1,2,1
TXN_2882,CUST_2284,28562.27,Wallet,network_error,151539.06,17,0,0.11,11,87,inactive,0,1,0
TXN_2883,CUST_2987,27819.9,Card,customer_abandoned,138303.83,22,7,0.97,15,11,not_applicable,1,1,1
TXN_2884,CUST_2752,45071.08,UPI,customer_abandoned,26094.44,3,2,0.39,5,3,not_applicable,1,3,1
TXN_2885,CUST_2001,45322.09,Card,card_expired,101767.96,6,2,0.59,22,90,not_applicable,1,1,1
TXN_2886,CUST_2610,41654.66,Card,card_expired,25180.72,18,6,0.81,9,33,active,0,4,0
TXN_2887,CUST_2887,22586.11,Card,bank_declined,85356.05,7,2,0.51,12,58,inactive,0,2,1
TXN_2888,CUST_1338,27455.37,Wallet,network_error,190682.33,29,3,0.18,19,90,active,0,4,0
TXN_2889,CUST_2776,40630.75,NetBanking,customer_abandoned,136146.64,4,0,0.61,4,30,not_applicable,0,0,0
TXN_2890,CUST_2178,43060.43,UPI,bank_declined,164507.67,22,0,0.12,2,54,not_applicable,0,1,0
TXN_2891,CUST_2558,20762.02,Card,authentication_failed,51485.67,8,4,0.87,4,27,inactive,1,0,0
